ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B000HCZ8EO,4.0,i really like the updated look of ms word although it took a little to get used to unfortunately vista and ms office  have issues everytime i close out of word the vista error window popsup saying that there is a problem with the program and that it stopped working well no there is no problem because i closed down the program myself i tried running the updates and the troubleshooting but it still does it  everytime its just annoying otherwise the program works fine,microsoft office home and student  old version,149.99,0.6705882352941176,85.0,9.444444444444445,2.12,85,1,18,9,1,6,1,2,9,85.0,85.0,9.4444,9.0,18.0,9.0,0.6667,6.0,1.0,1.0,2.0,0.2222,9.0,1.0,39,9,36,9,51,11,46,11,0.9,0.24,0.23,0.12,0.24,0.34,39,38,38.5,38.5,0.76,0.76,3.86,5.46,0.93,25.03,0.78,0.76,9.94,2.23,0.28,0.78,0.11,0.13,0.24
B003VNCRNQ,5.0,while dragon naturally speaking home version  is not the newest version out it certainly works for me i have carpal tunnel syndrome making typing very painful but with dragon  i can respond to all my emails write critiques like this one and attend to all the other communicative actions required in this modern world the only problem is i tend to be more loquacious when i dont have to type if youd rather flap your tongue than pound the keys you have to have dragon,dragon naturallyspeaking home  old version,31.97,0.7764705882352941,inf,9.444444444444445,2.12,85,1,13,9,0,4,0,1,7,85.0,0.0,9.4444,9.0,0.0,0.0,0.4444,0.0,0.0,0.0,0.0,0.1111,0.0,0.7778,42,14,37,14,54,16,44,16,0.81,0.36,0.33,0.15,0.31,0.39,42,41,39.2,40.5,0.78,0.82,4.04,5.72,0.94,27.5,0.84,0.92,11.08,2.35,0.27,0.78,0.23,0.07,0.3
B0002QNDKG,5.0,ive had both this version and the previous version known as screenblast  and both are winners  vegas movie studio is rock solid though not a huge upgrade over screenblast the feature that i love and use a lot is crop and zoom similar to the ken burns effect in apples imovie  great for making a slide show with some life to itgood performance  i dont ever remembering this crash  it includes a really nice dvd burning apphighly recommend,sony vegas movie studio  dvd  old version,49.99,0.8076923076923077,78.0,11.142857142857142,0.77,78,1,9,7,1,6,1,4,10,78.0,78.0,11.1429,7.0,9.0,7.0,0.8571,6.0,1.0,1.0,4.0,0.5714,10.0,1.4286,46,17,41,16,51,17,44,16,0.86,0.36,0.37,0.3,0.9,0.67,46,45,45.3,45.0,0.9,0.9,4.55,6.44,0.97,65.07,0.93,1.0,10.0,2.24,0.23,0.96,0.2,0.02,0.23
B01019TDJ8,5.0,theres a part of my soul that dies whenever i give microsoft more money because i always seem to buy the wrong os from them well after skipping a few as i moved to mac i decided to build a gaming pc windows  has come a long way from some of their prior missteps its not bad at all so it takes the sting out of giving them money as far as this is concerned the usb  drive loaded with win  pro is nice much faster to install then other methods and has the full retail support from microsoft which is nice i guess what i liked more was the fact that this isnt tied to your hardware like a lot of oem dvds that are far cheaper so you pay more for less headaches should you choose to upgrade things down the line,microsoft windows  pro  usb flash drive old version,184.95,0.7152777777777778,144.0,8.470588235294118,-40.85,144,1,24,17,1,16,1,1,17,144.0,144.0,8.4706,17.0,24.0,17.0,0.9412,16.0,1.0,1.0,1.0,0.0588,17.0,1.0,70,21,63,20,87,22,72,20,0.83,0.28,0.3,0.3,2.13,1.03,70,44,43.5,43.2,0.8,0.88,5.31,7.5,0.95,39.84,0.88,0.96,21.04,3.24,0.31,0.84,0.24,0.06,0.29
B00008QODZ,4.0,red hat  is very user friendly in terms of the gui however it does not include a lot of the multimedia features of other distros ie mandrake in order to install flash or real playerthe user should expect to use the command linethat being said though there are countless websites willing to help and if you have access to red hats tech support they are great friendly and very helpfuli would strongly reccommend the red hat linux  bible as a compliment to this distro,red hat linux  personal,104.0,0.7738095238095238,84.0,12.0,3.14,84,1,10,7,1,6,1,2,12,84.0,84.0,12.0,7.0,10.0,7.0,0.8571,6.0,1.0,1.0,2.0,0.2857,12.0,1.7143,44,20,39,19,54,23,46,22,0.85,0.48,0.45,0.36,1.45,0.85,44,40,41.3,42.1,0.81,0.8,4.23,5.99,0.95,33.74,0.85,1.0,11.0,2.35,0.24,0.9,0.2,0.07,0.26
B000KMCF3S,4.0,val is voice activated learning  the software comes with a microphone  throw the thing away before you let your kids use it to play the game  my boys had to yell loudly into the cheap mic to make it work  all of the noise was bothering me so i spent  at target and got a better mic  the target mic works a hundred times better but my kids still yell into the thing as if it were the cheap mic  disregarding all of the noise the games are fun and have kept my   year old sons entertained for minutes at a time,jumpstart phonics  read amp rhyme,14.28,0.6764705882352942,102.0,10.2,-6.68,102,1,17,10,1,5,1,2,8,102.0,102.0,10.2,10.0,17.0,10.0,0.5,5.0,1.0,1.0,2.0,0.2,8.0,0.8,43,11,40,11,59,15,52,15,0.88,0.29,0.26,0.29,1.47,0.86,43,36,38.2,36.0,0.73,0.72,3.96,5.6,0.92,22.83,0.77,0.88,13.24,2.57,0.29,0.71,0.13,0.08,0.21
B00P6U8C5Y,2.0,i have used this product for over  years and this year discovered an apparent bug in the program  if you are familiar with this program and adding stock sales you will understand  when you click add asset to add a sale the amount owed changed without even adding the sale  im currently working with hr block to resolve the issue but it is now april  and i dont have a resolution  they were able to duplicate the problem on their end  if im not able to use this program i will be demanding my money back,hampr block tax software premium  state  old version,34.99,0.7083333333333334,96.0,12.0,-9.05,96,1,15,8,1,3,1,2,6,96.0,96.0,12.0,8.0,15.0,8.0,0.375,3.0,1.0,1.0,2.0,0.25,6.0,0.75,40,10,36,10,57,11,49,11,0.86,0.22,0.25,0.27,1.07,0.73,40,37,35.6,37.0,0.7,0.74,3.75,5.3,0.91,20.04,0.73,0.73,8.07,2.01,0.22,0.74,0.14,0.06,0.2
B004E564PW,5.0,it was extremely easy to load enter data edit it if necessary and print labels  i purchased the product after spending a considerable amount of time trying to print labels from an excel spreadsheet something that was relatively easy to do with ms office  i think  i purchased a new computer in may and the files i had on the old computer wouldnt operate with windows  and the updated ms office  it took less than ah hour to enter about  addresses and print a set of labels  formatting is already done piece of cake,ez home and office address book,29.95,0.6808510638297872,94.0,10.444444444444445,-15.48,94,1,15,9,1,7,1,3,12,94.0,94.0,10.4444,9.0,15.0,9.0,0.7778,7.0,1.0,1.0,3.0,0.3333,12.0,1.3333,45,8,41,8,61,10,55,10,0.9,0.18,0.18,0.07,0.07,0.18,45,39,38.2,38.5,0.74,0.78,4.07,5.76,0.93,24.13,0.75,0.73,8.07,2.01,0.2,0.79,0.15,0.04,0.18
B009WLN5M8,2.0,it runs exceedingly slow on my windows  quadprocessor pc it often crashes in the middle of an operation it is not very intuitive you spend a lot of time searching for things  sometimes you cant get there from here as i type this i tried to open a photo from my drive and it took over five minutes in the meantime photo explosion is indexing all of my images i didnt ask it to  ill give it two stars because it isnt totally useless but its close  im going to uninstall it,photo explosion deluxe ,31.99,0.7608695652173914,92.0,9.2,-4.99,92,1,15,10,1,3,1,0,6,92.0,92.0,9.2,10.0,15.0,10.0,0.3,3.0,1.0,1.0,0.0,0.0,6.0,0.6,49,14,42,13,53,15,45,14,0.85,0.31,0.29,0.3,1.8,0.95,49,46,46.5,46.0,0.92,0.92,4.76,6.73,0.98,87.24,0.93,1.0,20.0,3.16,0.44,0.94,0.11,0.07,0.18
B00F8K9MZQ,4.0,this year the good folks at intuit decided they wanted to force everyone to agree to buy the stupid audit defense product  you cannot efile without agreeing to pay for it  they make you buy it then go to your account to cancel it  and this is not disclosed on the package  very underhanded and unethical company to deal with the software itself is fine and acurate   stars for the software  the owners or whatever that decided that you must pay  for the audit defense first are morons  im posting about the hidden added cost of the software on every site i am a member of since intuit decided to be underhanded cowards in their hiding the true cost of the software  truely pathetic business practices  ill go back to doing my taxes the old way before agreeing to pay them one dime more than i do for the software,turbotax deluxe fed  efile  state  old version,202.08,0.64,151.0,10.066666666666666,-72.32,151,1,26,15,1,13,0,2,22,151.0,151.0,10.0667,15.0,26.0,15.0,0.8667,13.0,1.0,0.0,2.0,0.1333,22.0,1.4667,59,17,56,17,83,21,75,21,0.9,0.28,0.29,0.12,0.35,0.42,59,40,40.1,39.2,0.71,0.8,4.58,6.48,0.92,24.85,0.75,0.65,11.12,2.36,0.23,0.74,0.13,0.05,0.19
B00030IESM,5.0,i first discovered system mechanic from a pc magazine disk download ive loved it ever since i was using system mechanic  and upgraded to  for  the  version is maybe a little better but i still think its worth it i will say the defragmenter took a long time when i first used it it seems to take less time the more its used there are scan options that can also be used a trial version can be downloaded and if you dont like it you can easily uninstall it once a week i like to use the full maintenance clean reg defrag detect spyware etc for me this has got to be one of the best programs for keeping our computer running smooth,system mechanic ,34.99,0.6910569105691057,123.0,7.235294117647059,-28.0,123,1,21,17,1,12,1,1,12,123.0,123.0,7.2353,17.0,21.0,17.0,0.7059,12.0,1.0,1.0,1.0,0.0588,12.0,0.7059,55,16,47,16,76,18,62,18,0.82,0.29,0.29,0.15,0.45,0.47,55,34,39.2,37.4,0.72,0.68,4.46,6.31,0.93,25.19,0.76,0.7,9.8,2.21,0.23,0.79,0.21,0.02,0.23
B0056CZBJC,5.0,i have had the  pc license for the last  years  to  and had to buy a  copy for one more computer  very easy to install on windows  home os  please read my review of the  license version for more details on how they install on xp home xp pro and windows  starter for hp mini netbooknbspa datahookproductlinklinked classalinknormal  internet security    usersathis was installed on my hp desktop purchased november  with  gb memory  terrabyte hd intel cpu windows  home very easyfrom my first reviewyou really dont want to wait to install a new version of the software because you have to update the databases from whenever the program came out  like july of  or before mine took about  or more hours with  or  updates i think it didnt do them all at once  this was in reference to my  dell vostro  laptop  ramwith windows xp home and my  dell dimension   ram with windows xp pro  both with  gb hard driveswhat i like is the program sets everything up for you and you dont have to choose all of the settings but you can go in and do that later if you want there are many features and programs available  see the information on the amazons product page,kaspersky internet security    user old version,19.0,0.6116504854368932,206.0,12.875,-129.16,206,1,24,16,1,10,1,6,23,206.0,206.0,12.875,16.0,24.0,16.0,0.625,10.0,1.0,1.0,6.0,0.375,23.0,1.4375,89,36,80,34,123,47,107,45,0.87,0.42,0.4,0.3,2.37,1.09,89,41,43.4,43.5,0.72,0.85,5.67,8.02,0.93,31.08,0.75,0.81,17.93,2.99,0.21,0.79,0.16,0.02,0.18
B008GZZFHO,4.0,lots of screens and puzzles to solve  the graphics are better then most  the objects are well hidden  of course some are easy but most are hard  very well drawn the objects are well blended into the back picture  both my wife and i enjoy the game a great deal,vacation quest hawaiian islands,10.9,0.72,50.0,8.333333333333334,46.11,50,1,7,6,1,0,0,2,3,50.0,50.0,8.3333,6.0,7.0,6.0,0.0,0.0,1.0,0.0,2.0,0.3333,3.0,0.5,25,5,24,5,34,5,29,5,0.85,0.17,0.2,0.5,1.0,0.71,25,25,25.0,25.0,0.74,0.74,3.03,4.29,0.91,17.56,0.83,1.0,4.0,1.41,0.14,0.92,0.17,0.14,0.31
B003WT1KHI,1.0,as soon as i installed this product windows failed to start after restarting my computer the kaspersky software literally broke my operating system p after trying several times i finally got windows to restart and this product still froze up my computer i researched online and discovered many other windows  users were having the same issue i immediately returned it and got trend micro which is awesome instead kaspersky should do some bug testing before shipping a possible defective product out the door next time i will not be buying from them again,kaspersky antivirus   old version,19.95,0.7741935483870968,inf,9.3,-22.93,93,1,15,10,0,8,0,2,12,93.0,0.0,9.3,10.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,1.2,53,13,45,13,67,15,57,15,0.85,0.26,0.25,0.21,0.84,0.65,53,41,41.9,42.0,0.79,0.82,4.58,6.47,0.94,32.76,0.79,0.89,15.21,2.76,0.3,0.65,0.14,0.07,0.21
B00HRQB28Y,1.0, terrible customer support wont load avi filesmy software wouldnt load on my windows  computer  i called and spoke with someone on the phone and they informed me that it would be  to get help via telephone  i took the free option and got help via email  it took  days to get my program installed  sometimes it was days between emails  i had to install microsoft visual c to fix the install so it wasnt like my computer was at faultthen i finally get the program installed only to find out that the software wont accept avi files  i downloaded a bunch of free codec packs but that didnt work so i bought a  program to convert my avi files to   not cooli wouldnt recommend this software  i wish i had gone with cyberlink  it was sonys good reputation that was my deciding factor  i was wrong,sony movie studio  suite old version,29.98,0.589041095890411,146.0,7.684210526315789,-68.26,146,1,25,19,1,12,1,2,21,146.0,146.0,7.6842,19.0,25.0,19.0,0.6316,12.0,1.0,1.0,2.0,0.1053,21.0,1.1053,63,23,56,22,98,30,84,29,0.86,0.35,0.37,0.35,2.78,1.18,63,37,37.2,36.8,0.64,0.74,4.5,6.36,0.9,20.66,0.67,0.78,14.09,2.65,0.21,0.66,0.14,0.02,0.17
B00LX4BYV6,5.0,i will admit that i resisted using dictation software for quite a while believing that i type almost as fast as i speak boy was i wrong i am a clinical psychologist and i use dragon naturally speaking to dictate case notes and assessment reports although there are occasional mistakes that need correcting before finalizing the documents overall it is much faster for me to dictate than to type the software has builtin procedures to improve accuracy so i suspect that the mistakes will become less frequent as i use the software more dragon has greatly improved my efficiency and i would definitely recommend it to others,dragon naturallyspeaking premium ,60.0,0.6728971962616822,107.0,8.23076923076923,-37.14,107,1,20,13,1,10,1,2,8,107.0,107.0,8.2308,13.0,20.0,13.0,0.7692,10.0,1.0,1.0,2.0,0.1538,8.0,0.6154,50,17,42,16,73,19,61,18,0.84,0.3,0.34,0.19,0.76,0.62,50,36,36.8,37.3,0.68,0.72,4.14,5.85,0.91,21.13,0.69,0.71,10.71,2.31,0.25,0.63,0.13,0.05,0.18
